Timestamp,Email Address,Géopole / Geopole ,Niveau d'études / Level of study,Depuis combien de temps êtes-vous membre étudiant du CSBQ? / How long have you been a student member of the QCBS?,Ça fait combien de temps depuis que vous êtes membre étudiant du CSBQ? / How long has it been since you were a QCBS student member?,Que faites-vous maintenant? / What do you do now?,Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Ateliers R / R workshops],"Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Autres cours et ateliers / Other courses and workshops (Biodiversity Science course, QGIS, GIMP, SQL, etc.)]",Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Colloque annuel / Annual symposium],Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Réseau de chercheurs / Network of researchers],"Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Opportunités de leadership (postes de représentants, création d'ateliers, etc.) / Leadership opportunities (representative role, workshop creation, etc.)]","Si vous avez répondu ""fortement positif"" à une ou plusieurs des questions ci-dessus, SVP partagez un exemple d'impact positif qu'a eu le CSBQ sur votre parcours académique et/ou votre carrière. / If you answered ""strongly positive"" to any of the above, please share at least one example of how the QCBS has positively impacted your academic or professional career.",Comment évalueriez-vous l’influence du CSBQ sur votre développement en tant que chercheur(e)? / How would you rate the influence of the QCBS on your development as a researcher?,Combien de bourses avez-vous reçu du CSBQ? / How many awards have you received from the QCBS?," Si vous avez reçu une (ou plusieurs) bourses du CSBQ, qu’en avez-vous fait(es)? Si vous en avez reçu plusieurs, SVP partagez l'expérience qui vous a le plus bénéficié. / If you have received at least one award from the QCBS, what did you use it (or them) for? If you received many awards, please share your most beneficial experience.",Pensez-vous que les bourses du CSBQ vous ont permis d'accéder à des opportunités qui seraient autrement impossibles? / Do you think the QCBS awards allowed you to access opportunities that would otherwise have been impossible?,"Pour vous, le CSBQ c’est quoi en 2-3 mots? /What is the QCBS to you in 2-3 words?",Qu'est-ce que le CSBQ vous a apporté? / What have you gained from the QCBS?,Voulez-vous signer la lettre de soutien? / Would you like to sign the support letter?,Seriez-vous prêt à faire un témoignage vidéo? / Would you be interested in making a video testimonial?
3/11/2020 14:30:56,NA,McGill University,Ph.D.,> 2 ans/years,> 2 ans/years,still student,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,,5,2,Research training,5,collaboration with biodiversity,"support, funding, new collaborations, exposure to research opportunities, bioinformatics help",Oui,No
3/11/2020 14:48:47,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,,,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,,4,0,,,,,Oui,No
3/11/2020 14:50:38,NA,McGill University - Macdonald Campus,Ph.D.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Le CSBQ m’a permis d’aller présenter mes recherches à une conférence prestigieuse au Japon. Je pense que leur soutient aux jeunes chercheurs est indispensable à notre réussite! Je souhaite que le CSBQ continue de nous apporter du soutient et des supers workshops! ,5,1,Je suis allée présenter mes travaux à une conférence au Japon ,5,Un réseau d’entraide des jeunes chercheurs en biodiversité ,Des opportunités de networking fantastiques ,Oui,Yes
3/12/2020 1:15:52,NA,McGill University,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,"The QCBS R workshops have been essential in building the skills necessary to conduct my PhD research. I entered my PhD program with very limited skills in R because my undergraduate biostatistics course used SPSS, so having these workshops available has been an essential learning opportunity.",5,1,"I used a QCBS travel grant to attend the 2018 American Society of Naturalists meeting in California, where I discussed my research in an oral presentation",4,,,Oui,No
3/12/2020 7:58:25,NA,McGill University - Macdonald Campus,M. Sc.,1 - 2 ans/years,< 6 mois/months,,,,,,,,,,,,,,Oui,
3/12/2020 10:18:37,NA,Université de Sherbrooke,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,Etudiant,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,,5,1,,4,Un réseau et des opportunités d'apprentissage,Des connaissances,Oui,No
3/12/2020 10:20:23,NA,Université de Sherbrooke,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,Master,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,,4,0,,3,,,Oui,No
3/12/2020 10:25:28,NA,Université de Sherbrooke,Ph.D.,< 1 an/year,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Fortement positif / Strongly positive,"Les Ateliers R m'ont vraiment aidée à réapprendre les statistiques, à mon entrée en doctorat, de façon claire et complète. ",4,0,,,Un réseau utile et instructif,De la formation et des contacts,Oui,No
3/12/2020 10:30:04,NA,Université de Sherbrooke,Ph.D.,1 - 2 ans/years,1 - 2 ans/years,mon travail de terrain de doctorat ,Positif / Positive,Neutre / Neutral,Positif / Positive,Neutre / Neutral,Neutre / Neutral,,4,1,,3,Neutral,"J’ai au une course indtroductjoir a R, Recentrent jai Gange une bourse de CA 1800.",Oui,No
3/12/2020 10:37:43,NA,Université de Sherbrooke,M. Sc.,1 - 2 ans/years,,,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,Positif / Positive,Neutre / Neutral,,4,0,,,,,Oui,No
3/12/2020 10:38:09,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,< 6 mois/months,chargée de cours et professionnelle de recherche,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,création d'un symposium rendu possible grâce au soutien financier du CSBQ. Stages de recherche international rendu possible grâce au soutien financier du CSBQ. Divers prix de mobilité obtenus pour assister et présenter à des conférences scientifiques et améliorer mon réseau de connaissances. ,5,3 or more,création d'un symposium rendu possible grâce au soutien financier du CSBQ. Stages de recherche international rendu possible grâce au soutien financier du CSBQ. Divers prix de mobilité obtenus pour assister et présenter à des conférences scientifiques et améliorer mon réseau de connaissances. ,5,investissement dans la formation des étudiants,beaucoup d'opportunités sous forme de formation ou soutien financier pour parfaire ma formation à l'étranger (essentiel au métier de chercheur),Oui,Yes
3/12/2020 10:41:35,NA,McGill University,Ph.D.,< 1 an/year,,,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"As a result of QCBS support, I was able to co-organize a microbial ecology seminar series, where I was not only able to gain experience organizing seminars, but specifically able to invite viral ecologists to Quebec. This exposure gave me the opportunity to set up an international collaboration with an expert in viral ecology of the human gut, Dr. Alejandro Reyes. ",5,0,,,A community ,"Career opportunities, and academic advancement",Oui,Yes
3/12/2020 11:01:47,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,"Ayant commencé une thèse en écologie avec une formation en mathématique uniquement, il m'a été très utile d'avoir accès aux ateliers R (je connaissais déjà Matlab, C/C++) afin d'apprendre très rapidement ce language. Ces ateliers permettent aussi de séparer l'apprentissage des statistiques de la programmation. Enfin, comme les thèses peuvent commencer aléatoirement dans une session, les ateliers permettent aux étudiants qui n'ont pas pu s'inscrire à un cours de stats ou programmation d'avoir des bases. Ces ateliers et le CSBQ en général contribuent à la formation d'un réseau d'aide entre étudiants. Ceci aura une  incidence certaine sur les collaborations de ces futurs chercheurs.",4,3 or more,"Collaboration en Alberta et USA (1 bourse), en Chine (1 bourse), et inscription aux conférences annuelles de la British Ecological Society, réputée être une des conférences les plus importantes d'Europe en biologie",5,Un réseau de futurs collaborateurs en écologie,"Un accès a un réseau bien établi de connaissances, des opportunités de conférences et collaborations. Mon voyage à Edmonton, Alberta par exemple m'a permis de collaborer avec le département de mathématique de University of Alberta. Ceci a eu, a et continuera d'influencer ma carrière qu'elle soit à l'université ou en institut privé de recherche.",Oui,No
3/12/2020 11:10:50,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,"J'ai participé à des groupes de travail financé par le CSBQ favorisant la collaboration, le symposium sont très pertinents pour découvrir les recherches des autres étudiants et chercheurs et favorise la participation à des conférences. J'ai également été représentante pour le géopôle de Sherbrooke ce qui m'a permis de travailler sur mon leadership et de m'impliquer dans diverses actions.",5,2,J'ai reçu deux bourses pour des séjours de collaboration dans le cadre de mon doctorat dans un laboratoire de recherche en France.,5,"Opportunité, réseau, implication","Beaucoup de choses! Des collaborations, de la connaissance via les ateliers, la possibilité d'enseigner divers ateliers, de m'impliquer dans ce réseau, la possibilité de faire des séjours à l'étranger (stage, conférence)...",Oui,Yes
3/12/2020 11:24:18,NA,Université Laval,M. Sc.,< 1 an/year,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,participation à une retraite de rédaction au Mont St-Hilaire,4,0,,,un réseau scientifique offrant plusieurs ressources,"des ressources pédagogiques, un lien d'appartenance",Oui,No
3/12/2020 12:45:43,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,< 6 mois/months,,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,,4,2,Presenting at a scientific conference. ,3,,,Oui,
3/12/2020 13:12:58,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Financement participation colloque à l’international  ,3,1,Colloque à l'international ,3,du financement et des ateliers ,de l'argent et la possibilité d'organiser une retraite de rédaction ,Oui,Yes
3/12/2020 13:32:11,NA,McGill University,Ph.D.,< 1 an/year,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,The R workshops are very well organized and have been helpful in my research,4,0,,3,Biodiversity collaboration,,Oui,No
3/12/2020 13:40:02,NA,McGill University,Ph.D.,< 1 an/year,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,"I have been attending the R workshops and they have been incredibly useful to me. As a microbiology student, courses in statistics, programming, and bioinformatics have been very limited, and these R courses have been extremely helpful and filled a role left empty by my department and institution. As well, being a part of the QCBS exposed me to mentors that sit on my committee and others that have provided guidance on my project, which I would not have received without this network. ",5,0,,,access to resources,a new network of like-minded individuals and resources,Oui,No
3/12/2020 13:46:30,NA,McGill University,M. Sc.,< 1 an/year,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Very interesting talks and seminars which provide new perspectives on ecological issues.,5,0,,5,,,Oui,No
3/12/2020 13:47:21,NA,McGill University,M. Sc.,< 1 an/year,,,Fortement positif / Strongly positive,Neutre / Neutral,Neutre / Neutral,Positif / Positive,Neutre / Neutral,R workshops were helpful in complex stats for my own data.,4,0,,3,Biodiversity network,"Attended good talks, and learned some new data analytics",Oui,No
3/12/2020 13:48:23,NA,,,,,,,,,,,,,,,,,,Oui,
3/12/2020 15:08:06,NA,Université de Montréal,M. Sc.,> 2 ans/years,> 2 ans/years,,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Neutre / Neutral,Neutre / Neutral,,4,0,,,,,Oui,No
3/12/2020 15:12:41,NA,Université de Montréal,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Aide précieuse sur les analyses statistique avec R qui m'a permis d'avancer sur mon projet de doctorat,5,0,,,Un tremplin dans le monde de la recherche ,Plus de compétences en recherche,Oui,No
3/12/2020 15:41:37,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,"The R workshops provided training that I would otherwise never have gotten through my M.Sc. or Ph.D., both in terms of programming and even in terms of statistics. Without these workshops, I would have had a much harder time completing my M.Sc. and getting to the point where I could do a Ph.D.

I also have not had many opportunities to teach courses, which can be important for future work. The R workshops are a great opportunity to practice teaching, and the annual R symposiums are a great encouragement to create teaching material and present it. I really value this opportunity, as I would otherwise have no teaching experience.

I took the annual QCBS Biodiversity Science course in my first year as a graduate student, and found it to be incredibly valuable as an opportunity to meet PIs involved in the QCBS, as well as other graduate students. I stayed friends with many of these students, and have even collaborated on projects, exchanged ideas, and given trainings with them over the years. It gave me lasting connections with students in other QC universities who I would maybe never have met otherwise, and this has already majorly contributed to my academic career.",5,3 or more,"Went to an intensive course at the University of South Bohemia in Czech Republic, and presented my research at several international conferences.

My most beneficial experience was presenting a poster at the International Biogeography Society conference in Tucson, Arizona, near the middle of my M.Sc. As a relatively new student, I was still very unsure of myself and my work, and was in need of a confidence boost. Presenting a poster at this conference, where I was able to speak with many of the researchers I admired and had cited profusely, definitely gave me confidence in my ability to do research and have good ideas and insight. It was a turning point for me.",5,"Communal, supportive, eye-opening","Lots of friends, experience, and empowerment to contribute to international-level research.",Oui,No
3/12/2020 16:08:56,NA,Concordia University,Ph.D.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,"QCBS R workshops were my initiation to computational biology.  They set me on a course to develop my computational skills, which I rely upon every day to advance my research.  Other learning opportunities from the QCBS continue to enrich my research skills and have exposed me to the incredible network of interdisciplinary QCBS researchers and students.",5,1,"I was awarded the 1st place poster prize at the QCBS symposium.  I was still an undergraduate student at the time, and I was shy about presenting my honours research, but being recognized with the poster prize absolutely gave me confidence just as I was about to begin graduate studies.",5,A community supporting science,"Through the QCBS, I have gained incredible exposure to the biodiversity research happening in our province.",Oui,No
3/12/2020 16:15:47,NA,,,,< 6 mois/months,I have never been a QCBS member but I have attended  great workshops and talks organised by the QCBS.,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,,4,0,,,"diverse, supportive, international",I have attended great talks with international invited speakers organised by the QCBS.,Oui,No
3/12/2020 16:45:53,NA,Université de Montréal,Ph.D.,> 2 ans/years,> 2 ans/years,,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,,5,0,,,,,Oui,
3/12/2020 17:02:59,NA,Université de Montréal,M. Sc.,< 1 an/year,< 6 mois/months,Maîtrise de recherche en biologie,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,,5,0,,,,,Oui,No
3/12/2020 18:21:57,NA,Concordia University,M. Sc.,< 1 an/year,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"I have met and networked with students alike from various universities and disciplines that I otherwise would never had had the chance to meet and learn from. I also have networked and met with researchers in various professions surrounding biodiversity and have had the chance to expand my knowledge in various fields. The broad knowledge, acquaintances, and friendships I have made can never be replaced and I would never had had the opportunity to have this without the QCBS. Additionally, the R-workshops are extremely useful and helpful for my degree and the subsequent analyses I will have to do for my thesis.",5,1,"I was able to attend the biodiversity intensive course free of charge, gain academic credit for a course, and gain invaluable experience and knowledge. I otherwise would not have been able to attend this class because as a master's student, I have pretty low financial means. Additionally, every effort was made by the QCBS to make the location and food for the class accessible for me since I am disabled. This is not commonly the case for intensive courses.",5,"Leader, Community-link, provider of knowledge","Knowledge, experience, networks, and feeling a part of something special, unique, and big.",Oui,Yes
3/12/2020 18:59:52,NA,Université de Montréal,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,les ateliers R m'ont énormément servi pour prendre en main ce langage de programmation puis pour appliquer les analyses statistiques nécessaires à mon projet de doctorat. Le symposium est toujours super intéressant et permet de rencontrer des chercheurs travaillant dans les mêmes thématiques que soi-même. ,5,0,,,Réseau Soutien Collaboration,"Le CSBQ m'a apporté l'opportunité d'acquérir d'excellentes connaissances en R grâce à leurs ateliers qui sont super bien fait et pertinents. Les symposiums et les symposium R m'ont permis de partager mes résultats ainsi que les techniques bio-informatiques que j'ai appris. Enfin en co-organisant l'atelier BIOME et en présentant des ateliers R, j'ai pu gagner en leadership et en confiance en moi.",Oui,Yes
3/12/2020 19:44:40,NA,Université de Montréal,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,The R courses are simply amazing. They helped me a lot to foster my knowledge on data treatment and analysis. Without these workshops I would have struggled a lot more during my PhD.,5,1,I had the chance to go to an international conference in Japan. This experience has been very formative for my career as a researcher.,5,"Collaborations, funds, formation.","The possibility to have access to bourses, courses and collaborations, which is everything someone in the academic field is looking for.",Oui,No
3/12/2020 23:27:43,NA,Université de Montréal,M. Sc.,> 2 ans/years,,,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Positif / Positive,Neutre / Neutral,"Grâce au colloque du CSBQ, j'ai pu avoir de l'expérience de présentation, réalisé des rencontres enrichissantes et me faire des contacts (networking). En effet, désirant moi-même réaliser une exposition d'art pour le Symposium que j'organisais, j'ai pu discuter avec les organisateurs.trices du Colloque CSBQ de cette année et échanger des idées par rapport à la réalisation d'une exposition d'art étudiante. J'ai gardé contact avec la personne en charge de l'exposition d'art et elle a pu me soutenir et me conseiller dans mes propres démarches.",4,0,,1,Un réseau de chercheurs.euses,"De l'expérience de présentation, des rencontres enrichissantes et des contacts (networking). ",Oui,No
3/13/2020 9:10:34,NA,Université du Québec en Outaouais,Ph.D.,> 2 ans/years,< 6 mois/months,"mauvaise réponse, je suis toujours étudiant",Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Neutre / Neutral,Les cours et ateliers du CSBQ ont grandement contribué au développement et à la réalisation de mon PhD,5,1,Cours intensif en science de la biodiversité,5,Conservation de la biodiversité,Meilleur compréhension du rôle de la biodiversité,Oui,No
3/15/2020 20:08:12,NA,,,,> 2 ans/years,Postdoctoral Research Associate,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,,5,3 or more,"My QCBS Excellence Award allowed me to attend the Comparative Embryology course at Friday Harbor Laboratories in Friday Harbor, WA, USA. This formative learning experience not only gave me hands on experience working with a diversity of animals, but has proved an invaluable source of important professional contacts as my career has progressed. Without the support of QCBS, I would not have been able to attend.",5,Community,"A valuable perspective on the importance of interdisciplinary communication, and the important role of biodiversity in science.",Oui,No
3/17/2020 21:18:11,NA,Université de Montréal,M. Sc.,< 1 an/year,6 mois/months - 1 an/year,ma maîtrise,Ne s'applique pas / Does not apply,Positif / Positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,"Ouverture et rencontre de gens passionnés, ainsi que d'organismes inspirants ouvrant dans le domaine de la biodiversité ",4,1,"Le prix ""découverte en science de la biodiversité"" m'a permis de fortement améliorer mon dossier lors de ma candidature pour l'obtention de ma maîtrise et lors de mes demande de bourses liées à celle-ci. Ce prix constitue avant tout une fierté personnelle, qui m'a encouragé à poursuivre en recherche . ",4,un regroupement nécessaire,"Je n'ai malheureusement pas eu le temps de participer à beaucoup des atelier/conférences/autres organisés par le CSBQ, mais je reconnaît l'impact positif de ces évènements pour mes collègues. ",Oui,No
3/23/2020 10:49:02,NA,Université Laval,M. Sc.,1 - 2 ans/years,,,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,La retraite de rédaction m'a permis d'avancer dans la rédaction de ma thèse en plus d'apprendre des nouvelles méthodes pour mieux gérer mes temps de rédaction et être plus productive,5,0,,,opportunitées de développement,"Opportunité de leadership avec le poste de réprésentante étudiante; opportunité de développé connaissances scientifiques, rencontrer des chercheurs et de présenter au colloque annuel du CSBQ; Participer à la retraite de rédation étudiante pour avancer dans la rédaction de ma thèse. ",Oui,No
3/28/2020 1:02:30,NA,Concordia University,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"The QCBS has continuously supported me since the beginning of my graduate studies. I have received financial support, collaborative support, training and developed skills that shaped my academic research program. I do not believe that I would be in this same level if I did not have the support I had from the QCBS.",5,3 or more,"I have received two awards that allowed me to attend prestigious international conferences in my field - biogeography -, which allowed me to establish new collaborations, expand my research program towards new fields, as well as to present the research I developed during my studies to the international audience. One of my most beneficial experiences was related  to the presentation of a study where I predicted how the abilities of organisms to colonize new environments would be affected by the implementation of barriers along international borders, such as the one between Mexico and the US. After presenting a talk on this theme, many researchers in my field reached me to talk about the research I do.  ",5,"support, community, innovative",A strong collaborative network among colleagues across multiple disciplines.,Oui,Yes
